tweet_id,created_at,text,user_screen_name,label,english_translation
guj145,2023-05-22 12:54:10+00:00,@username @username @username @username એલા આ અમારી એકતા છે. તારા જેવા ગધેડા ના લિન્ડા ની જેમ વેરાઈ ગયેલા નથી. એક ટ્વીટ કરે એટલે આખું ગામ તમારી ગોખલો કરવા આવી જ જાય. એક ચોક્કસ વિચારધારા લઈ ને ચાલીએ છીએ. જો તને કોઈ પાર્ટી ની વિચારધારા ના ગમતી હોય તો પાકિસ્તાન ભેગા થઈ જવાય તારે. બાકી આયા બળતરા તો રેહવાની 🔥🔥🔥🔥🔥,chattansinh,HOF,"@username @username @username @username Ella this is our unity.Donkeys like you are not as spoiled as Linda.If you do one tweet, the whole village will come to mock you.We walk with a certain ideology.If you don't like the ideology of any party, then join Pakistan.If the rest is irritating then stay 🔥🔥🔥🔥🔥"
guj146,2023-05-25 12:23:45+00:00,"સસ્તી પબ્લિસિટી માટે લવાયેલા ચિતા એક પછી એક ભોગ બનવા લાગ્યા છે..

ક્યાં છે ગોદી મિડિયા જે આખો દિવસ ગુણ ગાન ગાવા માથી નવરી નહતી..

આના માટે જવાબદાર કોણ ગોદી મીડિયા કે પછી બીજું કોઈ 🤔🤔 @url",_NiRaLi_Solanki,HOF,Cheetahs for cheap publicity are starting to become victims. Where is Dock Media who did not want to sing the virtues all day. Who is responsible for this?
guj147,2023-05-25 11:17:03+00:00,@username ચોર લૂંટારાઓ અને રીઢા ગુનેગારો માં ખુશી નો માહોલ.,HGsrtc,HOF,@username thieves and pleasures in rigid criminals.
guj148,2023-03-25 11:15:09+00:00,@username ચોર ચોરી કરકે ચિડાતા બહુત હે ઓર એ કોગ્રેસ ને સાબિત કર દીયા કે કોગ્રેસ ને ચોરી કી હૈ એ જનતા જાન ચુકી હે,gagjibhai_p,NOT,@username Many people are annoyed by thieves stealing or they have proved to the congress that the people have lost their minds.
guj149,2023-05-19 05:20:55+00:00,@username વિરાટ હિન્દુ ને ગઈ રાત નોં ઉજાગરો સે...સૂવા દે અય લોડા,Are_O_Sambha,HOF,@username Virat Hindu last night's light ... Suwa de ay loda
guj150,2023-05-20 15:37:46+00:00,"@username @username સુ બકવાસ કરો છો કાકા, બધાને ખબર છે આ લોકો બાઇડને સીમા ખોલવાના સમાચાર સાંભળીને ગયા છે, ગુજરાતની સ્થિતિને આનાથી કોઇ લેવા-દેવા નથી.
બાકી ભાઇચારાના ડ્હોળમાં ગળું કે લંડ કપાવવાથી કંઇ અર્થતંત્ર સુધરવાનું નથી, સરકારની નીતિ અને નાગરિકના પરિશ્રમથી સુધરશે અને ભાજપના નેતૃત્વમાં સુધરે છે ય.",before_post,HOF,"@username @username Su Baksh Kaka, everyone knows these people have gone to hear the news of opening the border, Gujarat has nothing to do with this.And the BJP leadership improves."
guj151,2023-05-27 14:45:29+00:00,"અમને તેમના જેવા વધુ નેતાઓની જરૂર છે.  સીધી બાત, ના બકવાસ!  તમારા માટે વધુ શક્તિ સાહેબ!
 #HimantaInAapKiAdalat",PayalYadav60181,NOT,"We need more leaders like them.Directly, no nonsense!More power for you sir!#Himantainaapkiadalat"
guj152,2023-05-20 04:22:06+00:00,@username એક સવાલ આજે મિડીયા ને પણ... કેટલા ટકા મીડિયા દલાલ છે ને કેટલા ઈમાનદાર?????,Rahulsarvaiya11,NOT,@username a question to the media today ... What percentage of media brokers are and how honest ?????
guj153,2023-05-25 14:32:31+00:00,"માનનીય મુખ્યમંત્રી શ્રી ભુપેન્દ્ર પટેલ જી  હવે તો  ઈમાનદારી નાટક બંધ કર  સાહેબ સરકાર ચોર છે  માનનીય પ્રધાનમંત્રી શ્રી નરેન્દ્ર મોદી જી હવે  તો ઈમાનદારી નાટક બંધ કર  ડબલ એંજિનની સરકાર ચોર છે ગુજરાતમાં ભૂમાફિયા નું રાજ ચાલે છે અહીં કાયદા કાનુન નહી ફુલવાડીના
 ૨૭ ખેડૂતો જમીન લૂંટી છે",Ravindr67822142,HOF,Honorable Chief Minister Shri Bhupendra Patel Ji now shut down honesty drama Saheb government is a thief.
guj154,2023-05-21 06:48:18+00:00,@username @username @username @username આ ગધેડા ની હાથ માંથી દેશ ક્યારે આઝાદ થશે!,Udaydhadhal999,HOF,@username @username @username @username when will the country be liberated from the hand of this donkey!
guj155,2023-03-25 14:11:51+00:00,@username પહેલા પ્રધાનમંત્રી જનધન ખાતા ખોલાવ્યાં અને કોઈકનું દેવું ભરપાઈ કરવા મિનિમમ બેલેન્સના હોય તો પૈસા કાપશે. તેના  નામે ભારતની જનતાને આ PM મોદીજી અને BJP એ લૂંટી હતી. હવે આ PM મોદીજી અને BJP અદાણીનું દેવું ભરપાઈ કરવા જનતાના Rs.1000 લૂંટી રહી છે. જે જનતાને લૂંટે તે ચોર કહેવાય.,DasManan1,HOF,The Prime Minister opened the Janadhan account before @username and will deduct money if there is a minimum balance to compensate someone's debt.The PM Modi and BJP were robbed by the people of India in his name.Now the PM Modi and BJP are robbing Adani's debt of Rs.1000.The people who rob the people are called a thief.
guj156,2023-05-27 08:31:29+00:00,@username પેલાં ચૂંટણી કાર્ડ બનાવવા માટે લાઈન માં ઉભો પછી એ સરકારી ખાતાં મિસ્તેક કરી ને આપશે પછી એને સુધારવા માટે લાઈન માં ઉભો. આના કરતાં બનવું જ ન જોઈએ અને આવા લબાડ ખતાવે બનાવવાં પણ ન જોઈએ. @username @username,arunvadhel,HOF,@username stand in line to make that election card then give it wrong government accounts then stand in line to correct it.It should not be more than this and such false claims should not be made.@username @username
guj157,2023-05-25 08:05:40+00:00,"જ્યારે સ્વામી વિવેકાનંદે એક વ્યક્તિને મૂર્ખ કહ્યા હતા : વિવેકાનંદજીનું શિખામણ; સારા શબ્દો વારંવાર સાંભળવાથી મન શાંત થાય છે, ખોટા શબ્દોથી ગુસ્સો આવે છે
#SwamiVivekananda | #Positivethought 
@url",Divya_Bhaskar,NOT,"When Swami Vivekananda called a person a fool: Vivekananda's teaching;Listening to good words frequently calms the mind, false words are angry with#swamivivekananda |#Positivethoughght @url"
guj158,2023-05-27 11:24:43+00:00,"@username પ્રજા ના ટેકસ ના રૂપિયા માં થી એવા ક્યાં ભાડે આપવા મટે મફત મકાન આપવાની જરૂર છે?તેના કરતાં કેજરીવાલ ની જેમ મફત વીજળી આપે @username જી,બધી પ્રજાને લાભ મળે, આમાં તો ચોર અને ચિટર ફાવી જાય છે",rajuthakkar78,NOT,@username people need free houses for rent from the tax money of the tax?
guj159,2023-05-27 05:13:52+00:00,બધાજ ભળવાઓ ચોર છે. @url,AAPfanhonylover,HOF,All miscreants are thieves.@url
guj160,2023-05-19 10:34:59+00:00,@username @username @username નવરી બજાર. 😂,LearningSoul_,HOF,@username @username @username Navari Bazaar.3
guj161,2023-05-25 11:48:54+00:00,"જામનગરમાં જામ્યો પંખીઓનો કલરવ... 🦚🕊️

📍લખોટા તળાવ, જામનગર

#jamnagar #lakhotalake @url",hakubhajamnagar,NOT,"Chirping of birds in Jamnagar... 🦚🕊️📍Lakhota Lake, Jamnagar #jamnagar #lakhotalake @url"
guj162,2023-05-24 17:30:00+00:00,"પારકી પંચાત : હસતાં-હસતાં પાટીલે હાર્દિકને ટોણો માર્યો; CM અને CRએ કેમ વિરમગામ લાંબા થવું પડ્યું? ભલભલાને નહીં સમજાય આ ગણિત, ચૈતર વસાવાના બદલાતાં મૂડ અંગે જાણો અંદરની વાત @url
#Gujarat | #HardikPatel | #ParkiPanchat @url",Divya_Bhaskar,NOT,"Parki Panchat : Smiling Patil taunts Hardik;Why did CM and CR have to prolong the hiatus?Good people don't understand this math, know the inside story about Chaitar Vasava's changing mood @url#Gujarat |#HardikPatel |#ParkiPanchat @url"
guj163,2023-03-25 17:37:02+00:00,"વિધાનસભાને 'ચોર મંડળ' કહેવા બદલ સંજય રાઉત વિરુદ્ધ ગયા મહિને વિશેષાધિકાર ભંગની નોટિસ

#sanjayRaut  #vidhansabha #NOTICE  

@url",News18Guj,NOT,Notice of Breach of Privilege last month against Sanjay Raut for calling Assembly 'Chor Mandal' #sanjayRaut #vidhansabha #NOTICE @url
guj164,2023-05-21 06:14:05+00:00,"@username @username @username 
@username 😢
ભ્રષ્ટાચારિઓ નો વિકાસ...
વિકાસ ગાંડો થયો છે.... @url",Mgadhiya2,NOT,@username @username @username @username developmental development ... development has gone crazy .... @url
guj165,2023-05-24 15:35:30+00:00,"તેલના ડબ્બા નાં ભાવ ઘટવાનું શરૂ થયુ છે

કોંગ્રેસીઓ પી લેજો ડબ્બા ભરીને બાકી વધે તો આપ ના કાર્યાલયમા છાંટી ને દીવાસળી મૂકી દેજો",RWGujarat,HOF,"The prices of oil cans have started to decrease. Congressmen, fill up the cans and if the balance increases, sprinkle them in your office and put a lamp."
guj166,2023-05-26 12:12:04+00:00,"Best fucking train of Gujarat is saurashtra express..

સબસે ચૂતિયા ગાડી હૈ યે આજ તક જીતની બાર ગયા હું ઇસ ટ્રેન મેં હર બાર 1 સે 1.5 ઘંટા લેટ ચલતી હૈ....

કુછ કરો ઇસ ટ્રેન કા યા ફિર એક્સપ્રેસ હટા કે મેમુ કર્દો તો લોગો કો સમજ આયે બેઠના હૈ કિ નહી.......

#NarendraModi 

#TrainDelay",PowerofCandle1,HOF,Best Fucking Train of Gujarat is Saurashtra Express.Logo ko understand aaye sitting hai ki ....... #narendramodi #traandelay
guj167,2023-03-25 07:40:00+00:00,@username અબે 20000 કરોડ કા તેરે પાસ સબુત હે તો સુપ્રીમ કોર્ટ ચલે જા ને કોઈ આપકો કોઈ નહી રોકતા અડાની ખિલાફ સુપ્રીમ કોર્ટ કી ઝાચ ચલ રહી હે ઓર આપને એક પીછડે વર્ગ કો પુરે સમાજ કો ચોર કહા થા ચોર તો આપ ઓર આપકે જીજા હે દેશ મે લોકતંત્ર સહી ચલ રહા હે કાનુન કે મુતાબિક ચલ રહા હે,gagjibhai_p,NOT,@username Abe 20000 crore ka tere pas sabut then Supreme Court will go and no one will stop you.Let the law remain with democracy
guj168,2023-05-25 03:42:23+00:00,@username @username 🤣 🤣 🤣 🤣 જેની એકપણ પરીક્ષા પાસ કરવાની તાકાત નથી તે જ આવી વાહિયાત વાતો કરે.. આ ભાઈને 50 ટ્રાયલ આપો તો પણ પાસ ન થાય.,bipin3988,HOF,@username @username 🤣 🤣 🤣 🤣 Only those who don't have the strength to pass any exam talk such nonsense.. Even if you give this brother 50 trials he won't pass.
guj169,2023-05-27 16:35:31+00:00,@username માંગવા વાલો પણ ગાંડો કહેવાય ને...😜,DilipPa43672393,NOT,Even those who ask for @username are called crazy...😜
guj170,2023-05-19 07:55:38+00:00,@username જીત્યા બાદ પાકિસ્તાન ના નારા લગાવતી દલાલ પાર્ટી.,Harshh_Mehta,HOF,Dalal party raising slogans of Pakistan after winning @username.
guj171,2023-05-20 13:45:08+00:00,@username શીંગડા વગરનો બળદ....અભણ કેજરી ને શું ખબર પડે..? ખબર છે બધાં ને કે કમિશન મોં લીધેલાં   2000 ની નોટ શીશ મહેલ ની તિજોરીમાં મુકેલા છે...,patelvs05,HOF,@username hornless ox .... What does an illiterate Kejri know ..?You know that the Commission's 2000 note is placed in the treasury of the Shish Mahal ...
guj172,2023-05-23 05:26:08+00:00,"ચોકીદાર ને તમે ચોર, મૂર્ખો કહી શકો છો..
🍊🍊🤣🤣 @url",the_wall9,HOF,"You can call the watchman a thief, fool.. @url"
guj173,2023-05-20 06:38:33+00:00,@username @username @username @username @username તમે વાહિયાત કરી શકો છો,yugggggggg,HOF,@username @username @username @username @username you can do shit
guj174,2023-05-24 09:26:48+00:00,@username ઘંટાનો બોજો...!!ટોપા...તારા ઘરમાં થી આપવાનો છે.!!,BhavansinhZala,HOF,@username loads of bells....topa...to be given from your house.!!
guj175,2023-05-27 05:53:28+00:00,"પોતાને લેખક અને પત્રકાર સમજી બેઠેલા @username એક કૉમેન્ટના જવાબમાં બ્લોક કરીને જતા રહ્યા..
શૂરવીર તલવારથી લડે અને  કલમધારી કલમથી લડે અહીંયા તો કલમ ખિસ્સામાં મૂકી ચાલી નીકળ્યા...😄
પોતાને બહુ બુદ્ધિશાળી સમજનાર આ એક મૂર્ખ છે જેમાં જરાય શંકા નથી...🫴 @url",RajeshRohit25,NOT,"Thinking of himself as a writer and a journalist, @username blocked in response to a comment.. A brave man fights with a sword and a penman fights with a pen, but here he left with his pen in his pocket... 😄 This is a fool who thinks he is very intelligent, there is no doubt about it...🫴 @url"
guj176,2023-03-25 14:10:31+00:00,"મોદી સરકાર JPC તપાસથી કેમ ભાગી રહી છે?

અદાણી સાથેના તેમના સંબંધો ખુલ્લા થવાથી મોદી ડરી ગયા છે.
#20000CroreKiskeHain @url",Ramijvhora43,NOT,Why is the Modi government running away from the JPC investigation?
guj177,2023-05-22 05:33:15+00:00,"Title  :-  ઈશ્ક મે સર ના દિયા
Singer : રામદાસ ગોંડલીયા - શૈલેષ મહારાજ
 [ જબરી જુગલબંધી ]
Place  : લાંબા બંદર [ દ્વારકા ]

@url

🌺આપણી  આ 2 ચેનલને સબ્સ્ક્રાઇબ કરો / લાઇક કરો /શેર કરો 👍 
@url 
@url @url",Ramdas_Gondalia,NOT,Title: - Ishq Me Sir Dia Singer: Ramdas Gondalia - Shailesh Maharaj [Jabri Jugalbandi] Place: Long Port [Dwarka] @URL🌺 Subscribe / Like / Share Our 2 Channel @url @url
guj178,2023-05-25 13:00:41+00:00,"@username @username @username @username @username @username @username @username @username @username @username ટોપા કેન્દ્ર સરકાર જો એ સમયે સાચી હતી તો અત્યારે ય સાચી જ કેવાય ને?
તમારા જેવા ભૂંડો ના ગણિત જોઈ ને સાચે લાગે છે કે તમને મગજ નથી 
અમિત શાહ દોષી હતા તો શું અરવિંદ  કેજરીવાલ નામના ભૂંડ ના સાથી ઓ ય દોષી છે એમ ને?
અને અમિત શાહ ને જેમ કોર્ટે નિર્દોષ સાબિત કર્યા એમ આં ભૂંડો ને ય કરશે",Patelsaheb_,HOF,"@username @username @username @username @username @username @username @username @username @username @username Topa Central Government if it was true at that time?If Amit Shah was not guilty, is Arvind Kejriwal's colleague guilty of Kejriwal?"
guj179,2023-05-22 11:32:47+00:00,"ગાયને માતાનો દરજ્જો માત્ર ભક્તોને મૂર્ખ બનાવવા માટે છે..
બાકી ગાયના નામ ઉપર કરોડનું કૌભાંડ પણ એજ પાર્ટી કરે છે જે પોતે હિન્દૂ સંસ્કૃતિની મોટી મોટી વાતો કરે છે.
@username @username @username @username @url",AtulSol73411551,NOT,The status of cow as mother is only to fool devotees..The rest of the crores scam in the name of cow is also perpetrated by the same party which itself talks big about Hindu culture.@username @username @username @username @url
guj180,2023-05-25 10:56:43+00:00,"@username મૂર્ખ ભર્યો સવાલ ...

ભારત દેશ ના પહેલા નાગરિક તરીકે સંવિધાન ના સર્વોચ પદ પર બિરાજમાન ..
🇮🇳 ત્રણ પાંખ ના સેનાનાવડા...
માહામહિમ હસ્તે થવો જવો ,એમા આટલો બધો હંગામો શા માટે..⁉️😇

#संसद_भवन @url",VishalS29163640,NOT,@username stupid question ... Sitting in the highest position of the Constitution as the first citizen of India.
guj181,2023-05-26 13:20:15+00:00,"આજ ઢોંગી ની રેલી છે ને?
આવા ઢોંગી મા તમે જો આસ્થા રાખતા હોવ તો મૂર્ખ આ ઢોંગી નહીં તમે ખુદ છો. @url @url",Mayur23_Oxygen,HOF,This is a rally of hypocrisy?@url @url
guj182,2023-05-28 08:18:34+00:00,@username @username @username બાયડી નો ભાઇ આયવો ભડવો 🤣😂,Arvind_khejdiwa,HOF,@username @username @username Biddy's brother Avo
guj183,2023-03-25 08:16:58+00:00,@username મંદ ચાલશે પણ ચોર નઈ ચાલે,samirpatel2309,NOT,@username will run slow but not thief
guj184,2023-05-21 06:20:04+00:00,મહામંત્રી શ્રી મુકેશભાઈ દલાલ તેમજ કારોબારી શ્રીઓ ઉપસ્થિત રહ્યા હતા.(2/2),ShitalSoniBJP,NOT,General Secretary Shri Mukeshbhai Dalal and Business Mr. were present (2/2).
guj185,2023-03-26 05:51:20+00:00,"કોળિયો પેટ સુધી પહોંચે ત્યાં.....

           ગરમ હોય તો હાથ કહી દે,
     કઠણ હોય તો દાંત કહી દે,
         કડવું હોય તો જીભ કહી દે,
બસ ખાલી 'હક' નું છે કે 'હરામ' નું એ
       આપણે નક્કી કરવાનું છે.

              🌺🌺🌺🌺",SHUBHAM11915727,NOT,"When the chicken reaches the stomach..... If it is hot, tell the hand, if it is hard, tell the tooth, if it is bitter, tell the tongue, we just have to decide whether it is 'Haq' or 'Haram'.🌺🌺🌺🌺"
guj186,2023-05-27 00:31:23+00:00,"શમણાઓ વિહોણી રાત નથી ગમતી મને, 
માણસાઈ વિનાની વાત નથી ગમતી મને...

આપણી સામે અલગ ને લોકો સામે અલગ, 
બદલાતા માણસની જાત નથી ગમતી મને..

અમુલ્ય જીવનની ક્ષણોને કેમ વેડફી નાખું.? 
દુનિયાની ફાલતુ પંચાત નથી ગમતી મને...

Jay shree krishna 🙏
શુભ સવાર 🌹",Tinky8411,NOT,"I don't like the night without candles, I don't like the talk without humanity... I don't like people who are different from us, different from people, I don't like the changing nature of man.. Why waste the precious moments of life.?I don't like the waste of the world...Jay shree krishna 🙏 Good morning 🌹"
guj187,2023-05-24 10:28:50+00:00,@username પાંચિયું ના આવે આવા બકવાસ નેરેટિવનું. કોઈ નોંધ પણ નથી લેતું.,jayvasavada,HOF,@username does not come to the fifth.No one takes a note.
guj188,2023-05-26 03:03:57+00:00,"@username બેન બધાને બધી ખબર જ હોય
જિંદગી આવા વાહિયાત સુવિચારો પ્રમાણે નહીં પરિસ્થિતિ પ્રમાણે ચાલવું પડે",pranavbaraiya12,NOT,@username Ben Everyone should know that life should be lived according to the situation and not according to such nonsense ideals
guj189,2023-05-25 08:16:58+00:00,"@username બેવકૂફ કેજરીવાલ પોતે છે ને બીજા ને કેય છે
જુના વિડિઓ ને એડિટ કરી ને મુકવાથી કંઈ હકીકત બદલાય ના જાય",Nilesh19761122,HOF,@username fool Kejriwal is himself and the other is to edit and put it on.
guj190,2023-05-27 08:11:02+00:00,"@username Kem ke "" મીરાં "" પવિત્ર પાત્ર હતું..ને તમારી મોસ્ટ ઓફ પોસ્ટ વાહિયાત હોય છે..વલ્ગર હોય છે ..",bharat92743,HOF,"@username kem ke ""miran"" was a sacred character..The most of the post of post is absurd.."
guj191,2023-05-28 01:58:17+00:00,@username કેટલી પંચાત 😥🙆‍♂️,Rajan9R,NOT,@username what a panchaat 😥🙆‍♂️
guj192,2023-05-23 05:09:02+00:00,@username 🤔 ભ્રષ્ટાચારી કૌભાંડી ચોર લુખ્ખા અસામાજિક તત્વોનો ગુજરાતમાં #ચોકીદાર ને પડકાર તાકાત હોય તો અમને પકડી ને બતાવો 🙈🙉🙊,TGThakor2528,NOT,"@username 🤔 If you have the strength to challenge #Chowkidar in Gujarat corrupt scam thieves crooked anti-social elements, catch us and show us 🙈🙉🙊"
guj193,2023-03-26 02:35:23+00:00,@username @username @username @username બધાં ચોર જ છે વિશાલભાઇ.,Jigs0471,HOF,@username @username @username @username All are thieves Vishalbhai.
guj194,2023-05-27 05:31:34+00:00,"‘કુસ્તી સંગઠનના વડા બહેન-દીકરીઓ વિશે વાહિયાત વાતો કરે છે, તેની તાત્કાલિક ધરપકડ થવી જોઈએ’: બાબા રામદેવ

#BabaRamdev #WrestlersProtests #gstvnews #gstv #Gujaratsamachar #Gujaratinews #Gujarati #Gujarat

@url",GSTV_NEWS,NOT,"'Wrestling association chief talks nonsense about sisters-daughters, should be arrested immediately': Baba Ramdev #BabaRamdev #WrestlersProtests #gstvnews #gstv #Gujaratsamachar #Gujaratinews #Gujarati #Gujarat@url"
guj195,2023-03-25 10:12:46+00:00,@username ટોટલ મોદી ચોર છે 🙏,ArajunSodha,HOF,@username Total Modi is a thief
guj196,2023-03-25 16:10:38+00:00,@username આજ વિદેશી પ્રિન્ટ મીડિયા માં રાહુલ ગાંધી નું ઘણું બધું લખાયું છે તેની અસર થી શેઠ તેમજ નોકર ની ઊંઘ હરામ થઈ ગઈ છે. એમાય જો હિડનબર્ગ નો બીજો રિપોર્ટ જાહેર થશે તો દુનિયા માં સાવ ખુલ્લા થઈ શકે છે,nitinchavda548,NOT,"@username A lot of things have been written about Rahul Gandhi in the foreign print media today, the sleep of Seth and the servant has become haram due to its effect.Amy, if Hidenburg's second report is published, it can be completely exposed to the world"
guj197,2023-05-26 12:27:01+00:00,@username @username @username ભડવો નયન ચાદર મોદ બેણચો,chattansinh,HOF,@username @username @username
guj198,2023-05-27 07:26:02+00:00,@username ચોદીના તારા જેવા ને પાકિસ્તાન ભેગી નું થઈ જવાય હિન્દુ થઈ ને હિન્દૂ નો વિરોધ કરો છો હિજળો કેવાય લોડા...,Rana_Naidu_,HOF,@username Chodina Tara and Pakistan Gathering to become a Hindu and oppose Hindu Hijla KY Loda ...
guj199,2023-03-26 09:32:06+00:00,@username @username @username @username @username અને જો સરકારી કોઈ અધિકારી કચરો ફેંકે તો?,kkpatel852,NOT,@username @username @username @username @username And if a government official litters?
guj200,2023-05-23 13:30:01+00:00,"પારકી પંચાત : નીતિન પટેલને કેમ ઉડી ગયો છે રસ? ક્યારે શું બનવું એમાં યજ્ઞેશભાઈ કન્ફ્યૂઝ્ડ; અહમદ પટેલના વારસદારની કોંગ્રેસમાં ઉપેક્ષા; 'ક'ની શરૂ થઈ પનોતી! - @url
Download Divya Bhaskar App : @url
#Gujarat | #NitinPatel | #ParkiPanchat @url",Divya_Bhaskar,NOT,Parki Panchayat: Why is Nitin Patel flying?Yajeshbhai confused when to be;Neglect in the Congress of Ahmed Patel's heir;'K' began!- @urldownload Divya Bhaskar App: @URL#Gujarat |#Nitinpatel |#Parkipanchat @url
